Plot,Date sampled,CWD subplot ID,Species code (if possible),Length (m),Endpoint 1 diameter (cm),Midpoint diameter (cm),Endpoint 2 diameter (cm),Decay class of whole piece,Avg diameter (cm),Radius (cm),Volume (cm3),Species + decay class,Density (g cm-3),Mass (kg),Char class (BP17 ONLY),,,,,,,,,,,,,,,
IP#2,6/18/2020,240,FAGR,0.68,6.3,7.9,7.6,2,7.3,3.633333333,2820,FAGR2,0.5925,1.670927576,,,,,,,,,,,,,,,,
IP#2,6/18/2020,240,FAGR,2.75,5.0,6.7,8.5,2,6.7,3.366666667,9792,FAGR2,0.5925,5.801912293,,,,,,,,,,,,,,,,
IP#2,6/18/2020,240,FAGR,2.00,5.9,6.8,8.4,2,7.0,3.516666667,7770,FAGR2,0.5925,4.603950365,,,,,,,,,,,,,,,,
IP#2,6/18/2020,240,FAGR,0.30,6.7,6.4,5.4,2,6.2,3.083333333,896,FAGR2,0.5925,0.53088498,,,,,,,,,,,,,,,,
IP#2,6/18/2020,240,FAGR,0.75,7.1,9.2,9.4,2,8.6,4.283333333,4323,FAGR2,0.5925,2.561316438,,,,,,,,,,,,,,,,
IP#2,6/18/2020,240,FAGR,2.26,12.3,16.4,16.4,2,15.0,7.516666667,40115,FAGR2,0.5925,23.76825234,,,,,,,,,,,,,,,,
IP#2,6/18/2020,240,FAGR,0.62,18.0,18.8,20.0,2,18.9,9.466666667,17456,FAGR2,0.5925,10.34246566,,,,,,,,,,,,,,,,
IP#2,6/18/2020,240,FAGR,0.58,6.0,5.6,7.0,2,6.2,3.1,1751,FAGR2,0.5925,1.037503591,,,,,,,,,,,,,,,,
IP#2,6/18/2020,240,FAGR,0.95,6.0,5.6,5.8,2,5.8,2.9,2510,FAGR2,0.5925,1.487160454,,,,,,,,,,,,,,,,
IP#2,6/18/2020,240,FAGR,0.47,12.0,12.3,12.2,2,12.2,6.083333333,5464,FAGR2,0.5925,3.237571091,,,,,,,,,,,,,,,,
IP#2,6/18/2020,240,FAGR,0.68,8.7,8.0,8.6,2,8.4,4.216666667,3798,FAGR2,0.5925,2.250534535,,,,,,,,,,,,,,,,
IP#2,6/18/2020,240,FAGR,0.91,7.9,8.2,7.0,2,7.7,3.85,4238,FAGR2,0.5925,2.510736168,,,,,,,,,,,,,,,,
IP#2,6/18/2020,240,Unknown,0.57,6.3,6.3,6.6,2,6.4,3.2,1834,Unknown2,0.4314,0.791051623,,,,,,,,,,,,,,,,
IP#2,6/18/2020,240,Unknown,0.44,5.4,5.4,5.0,3,5.3,2.633333333,959,Unknown3,0.3356,0.321688973,,,,,,,,,,,,,,,,
IP#2,6/18/2020,240,Unknown,0.34,10.7,9.6,9.0,4,9.8,4.883333333,2547,Unknown4,0.2517,0.641128001,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,1.05,5.9,5.3,5.0,1,5.4,2.7,2405,FAGR1,0.8034,1.931961766,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,1.01,10.9,11.4,12.1,1,11.5,5.733333333,10430,FAGR1,0.8034,8.379487515,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,0.67,10.6,10.4,10.3,1,10.4,5.216666667,5728,FAGR1,0.8034,4.601958279,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,1.92,23.9,19.3,17.6,1,20.3,10.13333333,61938,FAGR1,0.8034,49.76082666,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,0.71,18.3,17.5,17.6,1,17.8,8.9,17668,FAGR1,0.8034,14.19449879,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,2.60,9.5,9.2,8.0,2,8.9,4.45,16175,FAGR2,0.5925,9.583664402,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,2.17,7.6,6.1,5.7,2,6.5,3.233333333,7127,FAGR2,0.5925,4.222784515,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,1.46,5.0,5.8,5.6,2,5.5,2.733333333,3427,FAGR2,0.5925,2.030375099,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,0.70,6.5,6.4,6.8,2,6.6,3.283333333,2371,FAGR2,0.5925,1.40464384,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,0.55,6.7,6.7,6.8,2,6.7,3.366666667,1958,FAGR2,0.5925,1.160382459,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,1.39,6.8,6.4,5.8,2,6.3,3.166666667,4379,FAGR2,0.5925,2.594524217,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,2.70,11.5,10.4,10.2,2,10.7,5.35,24278,FAGR2,0.5925,14.38498971,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,1.33,7.4,6.5,6.4,2,6.8,3.383333333,4783,FAGR2,0.5925,2.833866866,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,0.98,5.0,5.0,5.0,2,5.0,2.5,1924,FAGR2,0.5925,1.140103609,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,1.79,5.2,8.0,9.1,2,7.4,3.716666667,7768,FAGR2,0.5925,4.602549666,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,2.22,10.6,9.5,5.5,2,8.5,4.266666667,12696,FAGR2,0.5925,7.522611467,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,0.38,5.0,6.3,7.0,2,6.1,3.05,1111,FAGR2,0.5925,0.657993347,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,0.22,5.0,5.2,5.2,2,5.1,2.566666667,455,FAGR2,0.5925,0.26977385,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,0.67,6.2,5.1,5.0,2,5.4,2.716666667,1553,FAGR2,0.5925,0.920419345,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,1.03,5.4,5.6,6.5,2,5.8,2.916666667,2753,FAGR2,0.5925,1.630981552,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,0.69,5.5,5.0,5.0,2,5.2,2.583333333,1447,FAGR2,0.5925,0.857132996,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,0.65,8.4,8.9,8.7,2,8.7,4.333333333,3834,FAGR2,0.5925,2.271934357,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,0.41,6.4,6.5,6.4,2,6.4,3.216666667,1333,FAGR2,0.5925,0.789649203,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,0.70,5.0,6.8,6.3,2,6.0,3.016666667,2001,FAGR2,0.5925,1.185743947,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,FAGR,2.25,7.0,8.7,9.5,3,8.4,4.2,12469,FAGR3,0.4304,5.366649527,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,Unknown,0.23,5.1,5.8,5.6,3,5.5,2.75,546,Unknown3,0.3356,0.183385523,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,Unknown,1.80,15.2,13.0,11.9,4,13.4,6.683333333,25259,Unknown4,0.2517,6.357580059,,,,,,,,,,,,,,,,
IP#3,6/18/2020,0,Unknown,0.75,13.8,17.0,18.8,5,16.5,8.266666667,16102,Unknown5,0.1607,2.587544724,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,FAGR,4.42,23.0,25.3,26.0,1,24.8,12.38333333,212935,FAGR1,0.8034,171.0720644,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,FAGR,0.42,5.0,5.0,6.1,1,5.4,2.683333333,950,FAGR1,0.8034,0.763273601,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,FAGR,1.17,9.2,6.1,8.1,1,7.8,3.9,5591,FAGR1,0.8034,4.491555557,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,FAGR,0.49,5.0,5.2,5.6,1,5.3,2.633333333,1067,FAGR1,0.8034,0.857609243,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,FAGR,1.93,5.9,5.3,6.1,1,5.8,2.883333333,5041,FAGR1,0.8034,4.049754667,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,FAGR,1.74,7.7,6.4,6.0,1,6.7,3.35,6135,FAGR1,0.8034,4.928565838,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,FAGR,1.09,10.3,8.8,10.1,1,9.7,4.866666667,8110,FAGR1,0.8034,6.515854834,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,FAGR,2.62,11.3,13.1,17.0,1,13.8,6.9,39188,FAGR1,0.8034,31.48336707,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,FAGR,0.22,5.4,5.5,6.0,1,5.6,2.816666667,548,FAGR1,0.8034,0.440529797,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,FAGR,0.70,5.8,6.0,7.7,1,6.5,3.25,2323,FAGR1,0.8034,1.866149626,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,FAGR,0.33,8.5,10.9,9.8,2,9.7,4.866666667,2455,FAGR2,0.5925,1.454840456,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,FAGR,0.26,11.2,11.4,12.1,2,11.6,5.783333333,2732,FAGR2,0.5925,1.618706178,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,FAGR,0.85,5.1,6.2,6.5,2,5.9,2.966666667,2350,FAGR2,0.5925,1.392498246,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,FAGR,2.48,5.0,5.6,8.9,2,6.5,3.25,8229,FAGR2,0.5925,4.875920659,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,FAGR,1.69,9.6,6.0,5.2,2,6.9,3.466666667,6381,FAGR2,0.5925,3.78049877,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,FAGR,0.97,17.2,20.9,22.8,2,20.3,10.15,31395,FAGR2,0.5925,18.60124642,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,FAGR,1.07,19.3,16.4,13.7,2,16.5,8.233333333,22787,FAGR2,0.5925,13.50123206,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,FAGR,1.20,5.0,5.0,5.0,2,5.0,2.5,2356,FAGR2,0.5925,1.396045235,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,FAGR,0.23,11.7,12.7,8.1,3,10.8,5.416666667,2120,FAGR3,0.4304,0.912460751,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,FAGR,0.29,6.0,5.8,5.5,3,5.8,2.883333333,757,FAGR3,0.4304,0.325994174,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,TSCA,1.30,5.0,6.2,6.9,1,6.0,3.016666667,3717,TSCA1,0.5987,2.225138931,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,TSCA,1.38,12.4,11.2,9.6,1,11.1,5.533333333,13274,TSCA1,0.5987,7.947158667,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,TSCA,0.92,5.5,5.0,5.0,1,5.2,2.583333333,1929,TSCA1,0.5987,1.154802868,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,TSCA,1.57,7.6,7.0,5.0,1,6.5,3.266666667,5263,TSCA1,0.5987,3.151145272,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,TSCA,0.34,6.4,6.4,6.3,1,6.4,3.183333333,1082,TSCA1,0.5987,0.648040699,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,TSCA,0.60,5.2,5.0,5.0,1,5.1,2.533333333,1210,TSCA1,0.5987,0.724260927,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,TSCA,0.67,5.3,5.0,5.0,1,5.1,2.55,1369,TSCA1,0.5987,0.819434594,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,Unknown,1.02,8.4,6.8,7.0,2,7.4,3.7,4387,Unknown2,0.4314,1.892490174,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,Unknown,0.36,5.0,5.3,6.2,2,5.5,2.75,855,Unknown2,0.4314,0.368975816,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,Unknown,0.53,5.5,5.2,6.4,2,5.7,2.85,1352,Unknown2,0.4314,0.583439197,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,Unknown,0.36,7.9,6.6,5.0,3,6.5,3.25,1195,Unknown3,0.3356,0.400904608,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,Unknown,3.31,19.4,20.0,16.4,3,18.6,9.3,89938,Unknown3,0.3356,30.18323018,,,,,,,,,,,,,,,,
IP#3,6/19/2020,120,Unknown,0.60,12.0,14.6,15.0,5,13.9,6.933333333,9061,Unknown5,0.1607,1.456133389,,,,,,,,,,,,,,,,
IP#3,6/18/2020,240,FAGR,0.65,5.0,5.0,5.3,2,5.1,2.55,1328,FAGR2,0.5925,0.786741292,,,,,,,,,,,,,,,,
IP#3,6/18/2020,240,FAGR,0.63,5.3,5.2,5.5,2,5.3,2.666666667,1407,FAGR2,0.5925,0.833904354,,,,,,,,,,,,,,,,
IP#3,6/18/2020,240,FAGR,0.35,5.8,7.0,5.3,2,6.0,3.016666667,1001,FAGR2,0.5925,0.592871974,,,,,,,,,,,,,,,,
IP#3,6/18/2020,240,FAGR,0.20,5.1,5.6,5.0,2,5.2,2.616666667,430,FAGR2,0.5925,0.254897178,,,,,,,,,,,,,,,,
IP#3,6/18/2020,240,FAGR,0.68,5.0,5.2,5.1,2,5.1,2.55,1389,FAGR2,0.5925,0.823052429,,,,,,,,,,,,,,,,
IP#3,6/18/2020,240,Unknown,0.25,5.1,5.0,5.6,2,5.2,2.616666667,538,Unknown2,0.4314,0.231988697,,,,,,,,,,,,,,,,
IP#3,6/18/2020,240,Unknown,0.31,5.0,5.0,5.0,3,5.0,2.5,609,Unknown3,0.3356,0.204274208,,,,,,,,,,,,,,,,
IP#3,6/18/2020,240,Unknown,2.36,5.0,7.6,6.5,3,6.4,3.183333333,7513,Unknown3,0.3356,2.521436652,,,,,,,,,,,,,,,,
IP#3,6/18/2020,240,Unknown,0.25,5.0,5.0,5.0,3,5.0,2.5,491,Unknown3,0.3356,0.164737265,,,,,,,,,,,,,,,,
IP#3,6/18/2020,240,Unknown,0.62,5.0,5.3,5.0,3,5.1,2.55,1267,Unknown3,0.3356,0.425053773,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,0,POGR,2.85,10.1,10.4,11.3,1,10.6,5.3,25150,POGR1,0.5987,15.0575991,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,0,POGR,1.23,15.1,12.8,11.6,1,13.2,6.583333333,16747,POGR1,0.5987,10.02665179,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,0,POGR,1.24,7.3,6.6,5.6,2,6.5,3.25,4115,POGR2,0.3780,1.55535697,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,0,POGR,5.42,10.6,7.4,5.9,3,8.0,3.983333333,27017,POGR3,0.2843,7.681027501,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,0,POGR,0.89,12.4,8.9,7.9,4,9.7,4.866666667,6622,POGR4,0.2673,1.770117274,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,0,POGR,0.84,6.7,6.2,6.4,4,6.4,3.216666667,2730,POGR4,0.2673,0.729861129,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,120,ACRU,1.70,11.7,8.3,6.9,2,9.0,4.483333333,10735,ACRU2,0.4090,4.390602914,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,120,POGR,1.05,8.0,7.3,7.8,2,7.7,3.85,4889,POGR2,0.3780,1.848214745,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,120,POGR,1.84,6.4,8.0,8.8,2,7.7,3.866666667,8643,POGR2,0.3780,3.266878363,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,120,POGR,0.37,5.0,5.0,5.1,2,5.0,2.516666667,736,POGR2,0.3780,0.278288199,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,120,POGR,0.71,8.2,7.2,6.2,3,7.2,3.6,2891,POGR3,0.2843,0.821845313,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,120,POGR,3.68,5.1,7.5,8.4,3,7.0,3.5,14162,POGR3,0.2843,4.0263418,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,120,POGR,1.90,7.1,7.1,5.1,3,6.4,3.216666667,6176,POGR3,0.2843,1.755870371,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,120,POGR,0.29,8.2,7.9,7.3,4,7.8,3.9,1386,POGR4,0.2673,0.37040432,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,120,POGR,0.43,8.0,9.9,10.2,4,9.4,4.683333333,2963,POGR4,0.2673,0.792004093,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,120,POGR,1.22,8.7,6.1,5.6,4,6.8,3.4,4431,POGR4,0.2673,1.184312999,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,120,POGR,1.01,6.1,7.9,8.0,4,7.3,3.666666667,4266,POGR4,0.2673,1.140284093,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,120,POGR,0.55,7.6,8.5,9.7,5,8.6,4.3,3195,POGR5,0.0680,0.2172493,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,120,Stump- PIST,0.40,25.0,22.0,13.5,4,20.2,10.08333333,12777,Stump- PIST4,0.2673,3.41520731,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,120,Stump- POGR,0.21,8.4,7.7,6.4,3,7.5,3.75,928,Stump- POGR3,0.2843,0.263759774,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,120,Stump- POGR,0.91,11.9,8.2,7.1,3,9.1,4.533333333,5875,Stump- POGR3,0.2843,1.670334426,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,120,Stump- POGR,0.44,11.1,12.1,12.7,4,12.0,5.983333333,4949,Stump- POGR4,0.2673,1.322780866,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,240,POGR,0.25,5.0,5.0,5.0,1,5.0,2.5,491,POGR1,0.5987,0.293886175,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,240,POGR,3.55,6.0,6.4,7.6,2,6.7,3.333333333,12392,POGR2,0.3780,4.684114646,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,240,POGR,2.48,8.6,6.6,5.6,3,6.9,3.466666667,9363,POGR3,0.2843,2.661966479,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,240,POGR,1.34,8.2,10.5,10.5,3,9.7,4.866666667,9971,POGR3,0.2843,2.834619255,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,240,POGR,0.68,5.6,5.2,5.0,3,5.3,2.633333333,1481,POGR3,0.2843,0.421160195,,,,,,,,,,,,,,,,
PSA72#1,7/6/2020,240,Stump- POGR,0.57,8.3,7.0,7.2,2,7.5,3.75,2518,Stump- POGR2,0.3780,0.951873122,,,,,,,,,,,,,,,,
PSA72#2,7/7/2020,0,PIST,1.42,5.0,5.3,5.7,2,5.3,2.666666667,3172,PIST2,0.3780,1.19913335,,,,,,,,,,,,,,,,
PSA72#2,7/7/2020,0,POGR,3.84,9.3,10.1,11.0,2,10.1,5.066666667,30969,POGR2,0.3780,11.70624376,,,,,,,,,,,,,,,,
PSA72#2,7/7/2020,0,POGR,0.62,9.7,9.2,9.7,2,9.5,4.766666667,4426,POGR2,0.3780,1.67287283,,,,,,,,,,,,,,,,
PSA72#2,7/7/2020,0,POGR,1.19,8.3,8.7,8.9,2,8.6,4.316666667,6966,POGR2,0.3780,2.633211004,,,,,,,,,,,,,,,,
PSA72#2,7/7/2020,0,POGR,1.52,8.3,6.7,5.0,5,6.7,3.333333333,5306,POGR5,0.0680,0.360794463,,,,,,,,,,,,,,,,
PSA72#2,7/7/2020,0,Stump- PIST,0.90,5.8,5.8,7.1,2,6.2,3.116666667,2746,Stump- PIST2,0.3780,1.038161441,,,,,,,,,,,,,,,,
PSA72#2,7/7/2020,120,POGR,2.28,6.9,7.5,7.7,1,7.4,3.683333333,9718,POGR1,0.5987,5.818030913,,,,,,,,,,,,,,,,
PSA72#2,7/7/2020,120,POGR,0.93,6.0,7.7,8.4,2,7.4,3.683333333,3964,POGR2,0.3780,1.498327214,,,,,,,,,,,,,,,,
PSA72#2,7/7/2020,120,POGR,1.15,8.2,9.0,6.8,3,8.0,4,5781,POGR3,0.2843,1.643404816,,,,,,,,,,,,,,,,
PSA72#2,7/7/2020,120,POGR,0.90,5.1,5.0,5.0,3,5.0,2.516666667,1791,POGR3,0.2843,0.50912056,,,,,,,,,,,,,,,,
PSA72#2,7/7/2020,120,POGR,0.89,5.3,6.0,6.7,3,6.0,3,2516,POGR3,0.2843,0.715416988,,,,,,,,,,,,,,,,
PSA72#2,7/7/2020,240,ACRU,0.90,6.3,5.0,5.0,2,5.4,2.716666667,2087,ACRU2,0.4090,0.853470272,,,,,,,,,,,,,,,,
PSA72#2,7/7/2020,240,POGR,0.66,5.9,5.7,5.7,1,5.8,2.883333333,1724,POGR1,0.5987,1.032031069,,,,,,,,,,,,,,,,
PSA72#2,7/7/2020,240,POGR,0.96,5.4,5.8,5.9,1,5.7,2.85,2450,POGR1,0.5987,1.466628378,,,,,,,,,,,,,,,,
PSA72#2,7/7/2020,240,POGR,1.19,7.6,7.9,8.0,2,7.8,3.916666667,5735,POGR2,0.3780,2.167813206,,,,,,,,,,,,,,,,
PSA72#2,7/7/2020,240,POGR,1.44,6.2,7.2,6.6,4,6.7,3.333333333,5027,POGR4,0.2673,1.343596346,,,,,,,,,,,,,,,,
PSA72#2,7/7/2020,240,POGR,0.62,7.5,7.3,8.0,4,7.6,3.8,2813,POGR4,0.2673,0.751809335,,,,,,,,,,,,,,,,
PSA72#2,7/7/2020,240,POGR,1.00,10.4,11.6,10.0,5,10.7,5.333333333,8936,POGR5,0.0680,0.607653832,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,0,POGR,3.76,5.0,6.4,6.9,1,6.1,3.05,10988,POGR1,0.5987,6.578799556,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,0,POGR,0.95,6.3,6.5,6.8,1,6.5,3.266666667,3185,POGR1,0.5987,1.906743954,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,0,POGR,1.18,5.0,5.2,5.4,2,5.2,2.6,2506,POGR2,0.3780,0.947262567,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,0,POGR,1.28,6.7,5.9,6.0,2,6.2,3.1,3864,POGR2,0.3780,1.46074709,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,0,POGR,0.61,6.4,6.3,6.4,2,6.4,3.183333333,1942,POGR2,0.3780,0.734067068,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,0,POGR,1.73,6.0,6.0,5.0,2,5.7,2.833333333,4363,POGR2,0.3780,1.649237183,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,0,POGR,2.17,5.8,6.4,7.5,2,6.6,3.283333333,7349,POGR2,0.3780,2.777994349,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,0,POGR,0.50,5.9,5.6,5.6,2,5.7,2.85,1276,POGR2,0.3780,0.482282382,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,0,POGR,0.82,6.6,7.6,8.4,3,7.5,3.766666667,3655,POGR3,0.2843,1.0390943,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,0,POGR,0.51,7.6,7.9,8.4,3,8.0,3.983333333,2542,POGR3,0.2843,0.72275351,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,0,POGR,0.24,5.0,5.6,6.6,3,5.7,2.866666667,620,POGR3,0.2843,0.176153942,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,0,POGR,0.77,5.0,5.1,5.4,3,5.2,2.583333333,1614,POGR3,0.2843,0.458963716,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,0,POGR,0.42,6.6,6.1,5.0,3,5.9,2.95,1148,POGR3,0.2843,0.326452542,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,0,POGR,1.59,8.1,6.4,5.3,3,6.6,3.3,5440,POGR3,0.2843,1.546506453,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,0,POGR,0.61,5.1,6.0,7.2,4,6.1,3.05,1783,POGR4,0.2673,0.476516941,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,0,POGR,0.95,6.5,7.7,8.3,4,7.5,3.75,4197,POGR4,0.2673,1.121850465,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,120,POGR,1.33,5.2,5.0,5.0,2,5.1,2.533333333,2682,POGR2,0.3780,1.013626576,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,120,POGR,0.73,5.7,5.8,5.4,3,5.6,2.816666667,1819,POGR3,0.2843,0.517273823,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,120,POGR,1.98,8.8,9.5,9.6,3,9.3,4.65,13450,POGR3,0.2843,3.823823417,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,120,Stump- POGR,0.96,6.0,6.0,7.2,3,6.4,3.2,3088,Stump- POGR3,0.2843,0.878006886,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,240,POGR,1.00,5.3,5.5,5.8,1,5.5,2.766666667,2405,POGR1,0.5987,1.439702657,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,240,POGR,1.16,7.9,8.7,6.7,1,7.8,3.883333333,5496,POGR1,0.5987,3.290231541,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,240,POGR,1.05,8.9,10.0,9.8,1,9.6,4.783333333,7547,POGR1,0.5987,4.518660602,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,240,POGR,2.15,6.2,5.7,5.0,2,5.6,2.816666667,5359,POGR2,0.3780,2.025587652,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,240,POGR,0.49,8.4,8.6,10.1,3,9.0,4.516666667,3140,POGR3,0.2843,0.892809686,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,240,POGR,2.04,7.4,6.7,5.0,3,6.4,3.183333333,6494,POGR3,0.2843,1.846380197,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,240,POGR,1.70,5.0,7.5,5.9,4,6.1,3.066666667,5023,POGR4,0.2673,1.342551327,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,240,POGR,1.18,9.8,11.5,10.6,4,10.6,5.316666667,10479,POGR4,0.2673,2.800978041,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,240,POGR,1.22,8.1,7.1,5.6,4,6.9,3.466666667,4606,POGR4,0.2673,1.231211976,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,240,POGR,0.83,5.7,6.5,6.7,4,6.3,3.15,2587,POGR4,0.2673,0.691588927,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,240,POGR,2.85,10.2,8.7,8.9,5,9.3,4.633333333,19221,POGR5,0.0680,1.307045591,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,240,POGR,1.33,7.7,7.1,5.5,5,6.8,3.383333333,4783,POGR5,0.0680,0.325237041,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,240,POGR,0.99,9.5,6.7,5.4,5,7.2,3.6,4031,POGR5,0.0680,0.274093655,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,240,POGR,0.96,10.7,12.0,10.4,5,11.0,5.516666667,9179,POGR5,0.0680,0.624142139,,,,,,,,,,,,,,,,
PSA72#3,7/7/2020,240,Stump- POGR,1.32,6.7,6.5,7.8,3,7.0,3.5,5080,Stump- POGR3,0.2843,1.444231298,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
