Date,Plot,Dist (m),Azi (°),Species,Tag #,Live or Dead?,DBH (cm),AGB (kg),Estimated height (m),Notes,,,,,,
7/16/19,BF7,15.0,10,QURU,1768,L,25.7,323.7,,,,,,,,
7/16/19,BF7,12.0,240,QURU,1693,L,25.9,330.8,,,,,,,,
7/16/19,BF7,15.0,10,QURU,1766,L,26.3,345.1,,,,,,,,
7/16/19,BF7,16.0,225,QURU,1705,L,26.4,348.8,,,,,,,,
7/16/19,BF7,9.0,355,QURU,1583,L,26.6,356.2,,,,,,,,
7/16/19,BF7,9.5,310,QURU,1592,L,26.7,359.9,,,,,,,,
7/16/19,BF7,11.0,10,QURU,1574,L,27.0,371.2,,,,,,,,
7/16/19,BF7,5.0,350,QURU,1581,L,27.6,394.5,,,,,,,,
7/16/19,BF7,10.0,310,QURU,1594,L,29.4,470.1,,,,,,,,
7/16/19,BF7,13.0,145,QURU,1718,L,30.4,515.8,,,,,,,,
7/16/19,BF7,4.5,350,QURU,1591,L,32.3,610.2,,,,,,,,
7/16/19,BF8,6.5,140,ACRU,1839,L,8.0,10.1,,,,,,,,
7/16/19,BF8,9.5,60,ACRU,1862,L,8.2,10.8,,,,,,,,
7/16/19,BF8,16.5,35,ACRU,1401,L,8.3,11.1,,,,,,,,
7/16/19,BF8,11.5,170,ACRU,1831,L,8.4,11.5,,,,,,,,
7/16/19,BF8,15.0,280,ACRU,1802,L,8.4,11.5,,,,,,,,
7/16/19,BF8,10.5,75,ACRU,1858,L,8.5,11.9,,,,,,,,
7/16/19,BF8,15.5,215,ACRU,1826,L,8.5,11.9,,,,,,,,
7/16/19,BF8,10.0,240,ACRU,1818,L,8.5,11.9,,,,,,,,
7/16/19,BF8,6.0,150,ACRU,1836,L,8.6,12.3,,,,,,,,
7/16/19,BF8,7.0,240,ACRU,1820,L,8.9,13.5,,,,,,,,
7/16/19,BF8,15.5,320,ACRU,1785,L,9.2,14.8,,,,,,,,
7/16/19,BF8,15.0,280,ACRU,1801,L,9.5,16.2,,,,,,,,
7/16/19,BF8,10.0,5,ACRU,1414,L,9.9,18.2,,,,,,,,
7/16/19,BF8,15.0,280,ACRU,1800,L,9.9,18.2,,,,,,,,
7/16/19,BF8,15.0,280,ACRU,1803,L,10.2,19.8,,,,,,,,
7/16/19,BF8,10.0,5,ACRU,1412,L,10.3,20.3,,,,,,,,
7/16/19,BF8,10.5,75,ACRU,1859,L,10.3,20.3,,,,,,,,
7/16/19,BF8,4.0,355,ACRU,1779,L,10.3,20.3,,,,,,,,
7/16/19,BF8,7.5,150,ACRU,1835,L,10.5,21.4,,,,,,,,
7/16/19,BF8,7.5,240,ACRU,1819,L,10.7,22.6,,,,,,,,
7/16/19,BF8,9.5,60,ACRU,1863,L,11.0,24.4,,,,,,,,
7/16/19,BF8,10.0,5,ACRU,1413,L,11.3,26.3,,,,,,,,
7/16/19,BF8,10.5,75,ACRU,1860,L,11.8,29.6,,,,,,,,
7/16/19,BF8,15.0,200,BEPA,1827,L,9.8,19.60468897,,,,,,,,
7/16/19,BF8,18.0,180,PIRE,1829,L,17.9,76.8,,,,,,,,
7/16/19,BF8,17.5,340,PIST,1782,L,10.4,16.90423267,,,,,,,,
7/16/19,BF8,10.0,215,PIST,1823,L,11.5,21.89606407,,,,,,,,
7/16/19,BF8,17.0,80,PIST,1856,L,18.6,75.46606843,,,,,,,,
7/16/19,BF8,9.5,85,PIST,1855,L,29.9,256.0353707,,,,,,,,
7/16/19,BF8,18.0,90,PIST,1852,L,30.2,262.6987648,,,,,,,,
7/16/19,BF8,10,350,POGR,1781,D,10.8,5.481840888,1,,,,,,,
7/16/19,BF8,12.5,25,POGR,1404,D,12.0,13.5354096,2,,,,,,,
7/16/19,BF8,16.4,250,POGR,1810,D,14.3,33.63713778,3.5,,,,,,,
7/16/19,BF8,8.5,355,POGR,1780,D,8.4,13.26470141,4,,,,,,,
7/16/19,BF8,13.5,5,POGR,1416,L,14.0,68.4,,,,,,,,
7/16/19,BF8,17.5,355,POGR,1777,L,15.3,84.3,,,,,,,,
7/16/19,BF8,12.0,170,POGR,1830,L,15.9,92.3,,,,,,,,
7/16/19,BF8,14.0,185,POGR,1828,L,16.2,96.4,,,,,,,,
7/16/19,BF8,11.5,260,POGR,1809,L,18.0,123.5,,,,,,,,
7/16/19,BF8,13.5,5,POGR,1415,L,18.2,126.8,,,,,,,,
7/16/19,BF8,13.5,60,POGR,1857,L,20.0,158.2,,,,,,,,
7/16/19,BF8,13.0,315,POGR,1786,L,20.2,162.0,,,,,,,,
7/16/19,BF8,9.5,60,POGR,1861,L,21.7,191.6,,,,,,,,
7/16/19,BF8,9.0,5,POGR,1411,L,21.8,193.7,,,,,,,,
7/16/19,BF8,2.0,350,POGR,1778,L,22.1,200.0,,,,,,,,
7/16/19,BF8,15.0,0,POGR,1417,L,24.5,254.9,,,,,,,,
7/16/19,BF8,11.5,15,POGR,1407,L,26.2,298.4,,,,,,,,
7/16/19,BF8,17.5,240,QURU,1817,D,7.3,20.16501061,6,,,,,,,
7/16/19,BF8,16,55,QURU,1864,D,9.9,43.26830808,7,heavy lean,,,,,,
7/16/19,BF8,4,145,QURU,1838,D,10.8,58.84898573,8,,,,,,,
7/16/19,BF8,16,245,QURU,1814,D,11.2,63.28889549,8,,,,,,,
7/16/19,BF8,16,55,QURU,1867,D,10.2,59.05332248,9,,,,,,,
7/16/19,BF8,17.5,295,QURU,1791,D,9.5,56.91787725,10,,,,,,,
7/16/19,BF8,15,130,QURU,1847,D,9.7,59.33964621,10,,,,,,,
7/16/19,BF8,14,295,QURU,1795,D,8.5,54.6790023,12,,,,,,,
7/16/19,BF8,8.5,20,QURU,1408,L,11.7,36.5,,,,,,,,
7/16/19,BF8,14.0,295,QURU,1790,L,12.8,46.8,,,,,,,,
7/16/19,BF8,11.5,260,QURU,1808,L,13.0,48.9,,,,,,,,
7/16/19,BF8,8.5,290,QURU,1798,L,14.8,70.1,,,,,,,,
7/16/19,BF8,8.5,290,QURU,1797,L,14.9,71.4,,,,,,,,
7/16/19,BF8,4.0,145,QURU,1837,L,15.4,78.2,,,,,,,,
7/16/19,BF8,11.5,260,QURU,1806,L,15.5,79.6,,,,,,,,
7/16/19,BF8,8.5,290,QURU,1799,L,17.1,104.6,,,,,,,,
7/16/19,BF8,15.0,240,QURU,1815,L,17.2,106.3,,,,,,,,
7/16/19,BF8,17.5,295,QURU,1792,L,18.1,122.4,,,,,,,,
7/16/19,BF8,17.6,15,QURU,1406,L,18.3,126.2,,,,,,,,
7/16/19,BF8,6.0,290,QURU,1796,L,18.8,136.0,,,,,,,,
7/16/19,BF8,4.5,120,QURU,1848,L,19.3,146.3,,,,,,,,
7/16/19,BF8,16.0,250,QURU,1811,L,19.9,159.3,,,,,,,,
7/16/19,BF8,14.0,295,QURU,1794,L,19.9,159.3,,,,,,,,
7/16/19,BF8,13.5,35,QURU,1402,L,20.0,161.5,,,,,,,,
7/16/19,BF8,16.0,55,QURU,1866,L,20.2,166.0,,,,,,,,
7/16/19,BF8,15.0,100,QURU,1850,L,20.4,170.6,,,,,,,,
7/16/19,BF8,15.0,100,QURU,1851,L,20.6,175.3,,,,,,,,
7/16/19,BF8,10.5,140,QURU,1840,L,20.8,180.1,,,,,,,,
7/16/19,BF8,13.5,220,QURU,1824,L,20.8,180.1,,,,,,,,
7/16/19,BF8,15.5,130,QURU,1846,L,21.0,184.9,,,,,,,,
7/16/19,BF8,4.0,90,QURU,1853,L,22.0,210.4,,,,,,,,
7/16/19,BF8,17.5,240,QURU,1816,L,22.1,213.0,,,,,,,,
7/16/19,BF8,15.5,245,QURU,1813,L,22.1,213.0,,,,,,,,
7/16/19,BF8,4.5,5,QURU,1410,L,22.4,221.1,,,,,,,,
7/16/19,BF8,4.0,90,QURU,1854,L,22.4,221.1,,,,,,,,
7/16/19,BF8,4.0,5,QURU,1409,L,22.5,223.9,,,,,,,,
7/16/19,BF8,1.0,220,QURU,1822,L,22.7,229.4,,,,,,,,
7/16/19,BF8,9.0,40,QURU,1403,L,22.8,232.3,,,,,,,,
7/16/19,BF8,4.0,120,QURU,1849,L,23.2,243.7,,,,,,,,
7/16/19,BF8,1.5,240,QURU,1821,L,23.2,243.7,,,,,,,,
7/16/19,BF8,10.5,260,QURU,1807,L,24.3,277.2,,,,,,,,
7/16/19,BF8,14.0,295,QURU,1793,L,24.4,280.3,,,,,,,,
7/16/19,BF8,10.5,250,QURU,1812,L,25.3,310.0,,,,,,,,
7/16/19,BF8,14.0,145,QURU,1833,L,26.2,341.5,,,,,,,,
7/16/19,BF8,14.0,270,QURU,1804,L,27.0,371.2,,,,,,,,
7/16/19,BF8,13.5,220,QURU,1825,L,27.1,375.0,,,,,,,,
7/16/19,BF8,17.5,340,QURU,1783,L,27.4,386.7,,,,,,,,
7/16/19,BF8,16.0,55,QURU,1865,L,27.7,398.5,,,,,,,,
7/16/19,BF8,17.5,140,QURU,1843,L,27.8,402.5,,,,,,,,
7/16/19,BF8,17.5,140,QURU,1845,L,27.8,402.5,,,,,,,,
7/16/19,BF8,10.0,140,QURU,1842,L,28.6,435.5,,,,,,,,
7/16/19,BF8,10.5,140,QURU,1841,L,28.8,444.0,,,,,,,,
7/16/19,BF8,17.0,140,QURU,1844,L,28.8,444.0,,,,,,,,
7/16/19,BF8,16.5,340,QURU,1784,L,40.4,1135.1,,,,,,,,
7/22/19,BP17#1,13.5,32,ACRU,4437,L,13.2,40.4,,NEW TREE,,,,,,
7/22/19,BP17#1,12.0,160,PIRE,4439,L,10.0,17.7,,NEW TREE,,,,,,
7/22/19,BP17#1,15.5,180,POGR,4438,D,13.2,20.47230702,2.5,NEW TREE,,,,,,
7/22/19,BP17#2,6.5,88,PIRE,4441,L,9.8,16.8,,NEW TREE,,,,,,
7/22/19,BP17#2,10.5,130,PIRE,4440,L,10.2,18.6,,NEW TREE,,,,,,
7/22/19,BP17#3,3.0,270,PIRE,4444,D,20.7,161.1052128,8,NEW TREE,,,,,,
7/16/19,BP36#1,15.0,75,ACRU,3609,L,8.4,11.5,,,,,,,,
7/16/19,BP36#1,15.0,80,ACRU,3608,L,8.5,11.9,,,,,,,,
7/16/19,BP36#1,9.5,160,ACRU,3637,L,9.0,14.0,,,,,,,,
7/16/19,BP36#1,16.0,185,ACRU,3590,L,9.5,16.2,,,,,,,,
7/16/19,BP36#1,13.5,265,ACRU,3568,L,9.7,17.2,,,,,,,,
7/16/19,BP36#1,15.0,80,ACRU,3607,L,10.0,18.7,,,,,,,,
7/16/19,BP36#1,9.5,160,ACRU,3640,L,10.7,22.6,,,,,,,,
7/16/19,BP36#1,9.5,160,ACRU,3639,L,11.0,24.4,,,,,,,,
7/16/19,BP36#1,13.5,265,ACRU,3567,L,11.0,24.4,,,,,,,,
7/16/19,BP36#1,5.5,10,ACRU,3659,L,11.3,26.3,,,,,,,,
7/16/19,BP36#1,14.0,3,ACRU,3623,L,11.4,26.9,,,,,,,,
7/16/19,BP36#1,17.5,105,ACRU,3600,L,11.9,30.3,,,,,,,,
7/16/19,BP36#1,3.0,70,ACRU,3663,L,13.4,42.2,,,,,,,,
7/16/19,BP36#1,10.0,55,ACRU,3630,L,13.9,46.7,,,,,,,,
7/16/19,BP36#1,9.5,160,ACRU,3638,L,14.8,55.6,,,,,,,,
7/16/19,BP36#1,3.5,65,ACRU,3664,L,16.7,77.7,,,,,,,,
7/16/19,BP36#1,14.0,3,ACRU,3622,L,18.7,106.4,,,,,,,,
7/16/19,BP36#1,14.0,3,ACRU,3621,L,21.2,150.8,,,,,,,,
7/16/19,BP36#1,13.0,255,PIRE,3571,L,12.5,31.0,,,,,,,,
7/16/19,BP36#1,15.0,195,PIRE,3587,L,14.4,44.3,,slightly above DBH,,,,,,
7/16/19,BP36#1,17.5,355,PIRE,3550,L,25.1,180.4,,,,,,,,
7/16/19,BP36#1,6.0,135,PIRE,3636,L,27.4,225.1,,,,,,,,
7/16/19,BP36#1,16.5,325,PIST,3552,D,8.0,21.0550816,7,,,,,,,
7/16/19,BP36#1,18.0,10,PIST,3618,L,8.5,10.05818845,,,,,,,,
7/16/19,BP36#1,10.0,350,PIST,3656,L,8.7,10.67856658,,,,,,,,
7/16/19,BP36#1,15.5,145,PIST,4099,L,9.1,11.9881781,,NEW TREE,,,,,,
7/16/19,BP36#1,16.5,160,PIST,4100,L,9.1,11.9881781,,NEW TREE,,,,,,
7/16/19,BP36#1,13.5,250,PIST,3572,L,9.3,12.67800828,,,,,,,,
7/16/19,BP36#1,16.5,345,PIST,3551,L,9.6,13.75736251,,,,,,,,
7/16/19,BP36#1,18.0,70,PIST,3611,L,9.9,14.89111907,,,,,,,,
7/16/19,BP36#1,15.0,135,PIST,3598,L,10.2,16.08024662,,,,,,,,
7/16/19,BP36#1,5.0,55,PIST,3665,L,10.3,16.48909275,,,,,,,,
7/16/19,BP36#1,10.0,30,PIST,3669,L,10.7,18.1877642,,,,,,,,
7/16/19,BP36#1,15.0,240,PIST,3577,L,10.7,18.1877642,,,,,,,,
7/16/19,BP36#1,5.5,230,PIST,3645,L,11.5,21.89606407,,,,,,,,
7/16/19,BP36#1,14.5,255,PIST,3573,L,12.5,27.13676549,,,,,,,,
7/16/19,BP36#1,13.5,15,PIST,3617,L,12.7,28.26825752,,,,,,,,
7/16/19,BP36#1,15.0,290,PIST,3562,L,12.9,29.4281379,,,,,,,,
7/16/19,BP36#1,12.5,40,PIST,3670,L,13.0,30.01880366,,,,,,,,
7/16/19,BP36#1,9.0,0,PIST,3658,L,14.1,36.99777011,,,,,,,,
7/16/19,BP36#1,7.0,330,PIST,3655,L,14.5,39.75948193,,,,,,,,
7/16/19,BP36#1,16.0,57,PIST,3612,L,15.3,45.65239437,,,,,,,,
7/16/19,BP36#1,14.0,115,PIST,3601,L,15.5,47.20399855,,,,,,,,
7/16/19,BP36#1,13.0,180,PIST,3594,L,15.9,50.40291597,,,,,,,,
7/16/19,BP36#1,8.0,20,PIST,3667,L,16.7,57.19011918,,,,,,,,
7/16/19,BP36#1,9.5,235,PIST,3647,L,21.6,110.8860445,,,,,,,,
7/16/19,BP36#1,11.0,325,PIST,3649,L,23.3,134.7567803,,,,,,,,
7/16/19,BP36#1,17.5,295,PIST,3563,L,24.3,150.1474318,,,,,,,,
7/16/19,BP36#1,14.5,127,PIST,3599,L,26.1,180.4614775,,,,,,,,
7/16/19,BP36#1,17.5,145,PIST,3597,L,9.3,12.67800828,,MISSING DATA ,,,,,,
7/16/19,BP36#1,2.5,35,POGR,3660,D,9.2,3.977906488,1,,,,,,,
7/16/19,BP36#1,9.5,155,POGR,3641,D,10.1,11.9856522,2.5,,,,,,,
7/16/19,BP36#1,14,310,POGR,3557,D,17.8,59.56332191,4,,,,,,,
7/16/19,BP36#1,13,185,POGR,3591,D,15.9,59.4077587,5,,,,,,,
7/16/19,BP36#1,5.5,325,POGR,3652,D,16.9,67.1154225,5,,,,,,,
7/16/19,BP36#1,13.5,195,POGR,3586,D,18.2,93.40560575,6,,,,,,,
7/16/19,BP36#1,5.0,290,POGR,3650,D,13.7,61.74731665,7,,,,,,,
7/16/19,BP36#1,15.0,180,POGR,3592,D,14.7,71.09050911,7,,,,,,,
7/16/19,BP36#1,16.5,190,POGR,3588,D,20.2,191.7704352,10,,,,,,,
7/16/19,BP36#1,13.5,265,POGR,3566,L,12.1,48.6,,,,,,,,
7/16/19,BP36#1,18.0,55,POGR,3614,L,14.6,75.5,,,,,,,,
7/16/19,BP36#1,17.0,305,POGR,3560,L,14.8,78.0,,,,,,,,
7/16/19,BP36#1,11.5,5,POGR,3619,L,15.6,88.2,,,,,,,,
7/16/19,BP36#1,15.0,255,POGR,3574,L,15.6,88.2,,,,,,,,
7/16/19,BP36#1,16.0,0,POGR,3624,L,17.0,108.0,,,,,,,,
7/16/19,BP36#1,13.5,45,POGR,3615,L,17.1,109.5,,,,,,,,
7/16/19,BP36#1,17.0,235,POGR,3580,L,18.1,125.1,,,,,,,,
7/16/19,BP36#1,12.0,45,POGR,3671,L,18.5,131.7,,,,,,,,
7/16/19,BP36#1,14.5,320,POGR,3554,L,18.9,138.5,,,,,,,,
7/16/19,BP36#1,15.0,265,POGR,3569,L,19.1,142.0,,,,,,,,
7/16/19,BP36#1,17.5,260,POGR,3570,L,19.2,143.7,,,,,,,,
7/16/19,BP36#1,16.0,185,POGR,3589,L,19.3,145.5,,,,,,,,
7/16/19,BP36#1,9.5,255,POGR,3646,L,19.7,152.7,,,,,,,,
7/16/19,BP36#1,16.0,275,POGR,3565,L,20.2,162.0,,,,,,,,
7/16/19,BP36#1,13.5,305,POGR,3558,L,20.2,162.0,,,,,,,,
7/16/19,BP36#1,16.0,220,POGR,3582,L,21.0,177.4,,,,,,,,
7/16/19,BP36#1,9.5,5,POGR,3657,L,21.7,191.6,,,,,,,,
7/16/19,BP36#1,17.0,235,POGR,3581,L,22.1,200.0,,,,,,,,
7/16/19,BP36#1,11.5,235,POGR,3644,L,22.3,204.3,,,,,,,,
7/16/19,BP36#1,13.5,235,POGR,3578,L,22.6,210.8,,,,,,,,
7/16/19,BP36#1,17.5,0,POGR,3626,L,22.7,213.0,,,,,,,,
7/16/19,BP36#1,3.0,75,POGR,3661,L,22.7,213.0,,,,,,,,
7/16/19,BP36#1,16.5,70,POGR,3610,L,22.8,215.3,,,,,,,,
7/16/19,BP36#1,15.0,235,POGR,3579,L,22.8,215.3,,,,,,,,
7/16/19,BP36#1,10.5,150,POGR,3642,L,23.5,231.1,,,,,,,,
7/16/19,BP36#1,15.0,280,POGR,3564,L,23.9,240.5,,,,,,,,
7/16/19,BP36#1,14.0,300,POGR,3559,L,23.9,240.5,,,,,,,,
7/16/19,BP36#1,11.0,65,POGR,3629,L,24.0,242.8,,,,,,,,
7/16/19,BP36#1,16.0,255,POGR,3575,L,24.0,242.8,,,,,,,,
7/16/19,BP36#1,16.0,5,POGR,3625,L,24.1,245.2,,,,,,,,
7/16/19,BP36#1,10.0,20,POGR,3668,L,24.4,252.4,,,,,,,,
7/16/19,BP36#1,15.5,290,POGR,3561,L,25.0,267.3,,,,,,,,
7/16/19,BP36#1,5.5,55,POGR,3666,L,25.2,272.3,,,,,,,,
7/16/19,BP36#1,13.5,315,POGR,3555,L,25.3,274.9,,,,,,,,
7/16/19,BP36#1,2.0,165,POGR,3632,L,25.6,282.6,,,,,,,,
7/16/19,BP36#1,3.0,90,POGR,3627,L,26.3,301.1,,,,,,,,
7/16/19,BP36#1,15.0,205,POGR,3583,L,26.5,306.5,,,,,,,,
7/16/19,BP36#1,15.0,210,POGR,3584,L,27.1,323.0,,,,,,,,
7/16/19,BP36#1,15.5,310,POGR,3556,L,27.2,325.9,,,,,,,,
7/16/19,BP36#1,6.5,300,POGR,3651,L,27.4,331.5,,,,,,,,
7/16/19,BP36#1,10.0,85,POGR,3628,L,28.2,354.7,,,,,,,,
7/16/19,BP36#1,12.5,160,POGR,3595,L,28.3,357.7,,,,,,,,
7/16/19,BP36#1,16.0,255,POGR,3576,L,28.5,363.6,,,,,,,,
7/16/19,BP36#1,12.5,200,POGR,3585,L,28.8,372.7,,,,,,,,
7/16/19,BP36#1,5.0,150,POGR,3635,L,29.0,378.8,,,,,,,,
7/16/19,BP36#1,11.0,105,POGR,3603,L,29.4,391.2,,,,,,,,
7/16/19,BP36#1,7.0,170,POGR,3631,L,29.4,391.2,,,,,,,,
7/16/19,BP36#1,17.0,95,POGR,3605,L,29.7,400.6,,,,,,,,
7/16/19,BP36#1,18.0,320,POGR,3553,L,30.1,413.4,,,,,,,,
7/16/19,BP36#1,16.5,160,POGR,3596,L,30.6,429.8,,,,,,,,
7/16/19,BP36#1,3.0,60,POGR,3662,L,30.9,439.7,,,,,,,,
7/16/19,BP36#1,6.5,330,POGR,3653,L,31.1,446.4,,,,,,,,
7/16/19,BP36#1,17.0,85,POGR,3604,L,35.6,613.3,,,,,,,,
7/16/19,BP36#1,16.5,50,QURU,3616,L,35.2,774.6,,,,,,,,
7/12/19,BP36#2,18.0,120,ACRU,3760,L,8.5,11.9,,,,,,,,
7/12/19,BP36#2,7.0,350,ACRU,3702,L,8.5,11.9,,,,,,,,
7/12/19,BP36#2,14.5,30,ACRU,2291,L,9.7,17.2,,,,,,,,
7/12/19,BP36#2,17.0,270,ACRU,3693,L,10.5,21.4,,,,,,,,
7/12/19,BP36#2,12.5,20,ACRU,2293,L,11.6,28.2,,,,,,,,
7/12/19,BP36#2,15.5,315,ACRU,3677,L,12.1,31.7,,,,,,,,
7/12/19,BP36#2,15.5,100,ACRU,3779,L,12.2,32.5,,,,,,,,
7/12/19,BP36#2,13.0,297,ACRU,3683,L,12.5,34.7,,,,,,,,
7/12/19,BP36#2,7.5,145,ACRU,3756,L,13.1,39.6,,,,,,,,
7/12/19,BP36#2,15.5,315,ACRU,3676,L,13.1,39.6,,,,,,,,
7/12/19,BP36#2,8.0,115,ACRU,3772,L,14.0,47.6,,,,,,,,
7/12/19,BP36#2,7.5,150,ACRU,3757,L,15.6,64.3,,,,,,,,
7/12/19,BP36#2,8.0,115,ACRU,3770,L,15.8,66.6,,,,,,,,
7/12/19,BP36#2,8.0,115,ACRU,3771,L,17.0,81.6,,,,,,,,
7/12/19,BP36#2,15.5,100,ACRU,3778,L,19.5,119.5,,,,,,,,
7/12/19,BP36#2,5,90,BEPA,3786,D,11.1,13.08329411,3,,,,,,,
7/12/19,BP36#2,10.0,335,BEPA,3705,L,16.5,86.02767149,,,,,,,,
7/12/19,BP36#2,8.0,195,PIRE,3751,L,8.2,10.7,,,,,,,,
7/12/19,BP36#2,14.5,200,PIST,3729,L,8.5,10.05818845,,,,,,,,
7/12/19,BP36#2,11.5,305,PIST,3679,L,8.5,10.05818845,,,,,,,,
7/12/19,BP36#2,11.5,320,PIST,3706,L,8.8,10.99730626,,,,,,,,
7/12/19,BP36#2,15.0,242,PIST,4228,L,9.0,11.65207473,,NEW TREE,,,,,,
7/12/19,BP36#2,14.0,265,PIST,3699,L,9.0,11.65207473,,,,,,,,
7/12/19,BP36#2,16.5,95,PIST,3777,L,9.1,11.9881781,,,,,,,,
7/12/19,BP36#2,12.0,173,PIST,3740,L,9.1,11.9881781,,,,,,,,
7/12/19,BP36#2,11.0,215,PIST,3725,L,9.3,12.67800828,,,,,,,,
7/12/19,BP36#2,10.0,280,PIST,3690,L,9.6,13.75736251,,,,,,,,
7/12/19,BP36#2,14.5,245,PIST,3719,L,9.8,14.50709546,,,,,,,,
7/12/19,BP36#2,8.5,95,PIST,3784,L,10.0,15.28129512,,,,,,,,
7/12/19,BP36#2,14.5,305,PIST,3680,L,10.1,15.67765916,,,,,,,,
7/12/19,BP36#2,12.0,260,PIST,3698,L,10.2,16.08024662,,,,,,,,
7/12/19,BP36#2,9.0,90,PIST,3785,L,10.3,16.48909275,,,,,,,,
7/12/19,BP36#2,16.0,185,PIST,3738,L,10.4,16.90423267,,,,,,,,
7/12/19,BP36#2,11.0,275,PIST,3692,L,10.8,18.62842758,,,,,,,,
7/12/19,BP36#2,17.5,190,PIST,3731,L,11.0,19.52919034,,,,,,,,
7/12/19,BP36#2,14.5,183,PIST,3737,L,11.1,19.98935813,,,,,,,,
7/12/19,BP36#2,10.0,335,PIST,3704,L,11.1,19.98935813,,,,,,,,
7/12/19,BP36#2,14.0,110,PIST,3765,L,12.4,26.58158478,,,,,,,,
7/12/19,BP36#2,12.5,205,PIST,3728,L,12.4,26.58158478,,,,,,,,
7/12/19,BP36#2,13.5,295,PIST,3684,L,12.4,26.58158478,,,,,,,,
7/12/19,BP36#2,14.0,45,PIST,2289,L,13.3,31.83408424,,,,,,,,
7/12/19,BP36#2,11.5,190,PIST,3736,L,13.3,31.83408424,,,,,,,,
7/12/19,BP36#2,11.5,275,PIST,3691,L,13.6,33.71495185,,,,,,,,
7/12/19,BP36#2,3.0,105,PIST,3788,L,14.0,36.32625798,,,,,,,,
7/12/19,BP36#2,13.0,210,PIST,3727,L,14.3,38.36343228,,,,,,,,
7/12/19,BP36#2,14.5,50,PIST,3796,L,14.4,39.05764345,,,,,,,,
7/12/19,BP36#2,11.5,190,PIST,3735,L,14.5,39.75948193,,,,,,,,
7/12/19,BP36#2,7.5,300,PIST,3711,L,14.8,41.91106412,,,,,,,,
7/12/19,BP36#2,4.0,330,PIST,3703,L,15.2,44.88845281,,,,,,,,
7/12/19,BP36#2,8.0,140,PIST,3768,L,15.3,45.65239437,,,,,,,,
7/12/19,BP36#2,16.0,165,PIST,3746,L,16.0,51.22275563,,,,,,,,
7/12/19,BP36#2,18.0,130,PIST,3759,L,16.4,54.58342786,,,,,,,,
7/12/19,BP36#2,16.0,240,PIST,3721,L,17.3,62.62847106,,,,,,,,
7/12/19,BP36#2,13.5,285,PIST,3689,L,17.4,63.56435633,,,,,,,,
7/12/19,BP36#2,2.0,45,PIST,3798,L,17.7,66.4231342,,,,,,,,
7/12/19,BP36#2,15.5,120,PIST,3763,L,17.8,67.39319391,,,,,,,,
7/12/19,BP36#2,17.5,350,PIST,3673,L,18.1,70.35516332,,,,,,,,
7/12/19,BP36#2,15.0,155,PIST,3749,L,18.2,71.35984205,,,,,,,,
7/12/19,BP36#2,14.5,60,PIST,3794,L,18.3,72.3732445,,,,,,,,
7/12/19,BP36#2,4.5,293,PIST,3712,L,18.4,73.39539813,,,,,,,,
7/12/19,BP36#2,9.5,110,PIST,3773,L,18.5,74.42633032,,,,,,,,
7/12/19,BP36#2,15.0,165,PIST,3745,L,19.5,85.22445555,,,,,,,,
7/12/19,BP36#2,17.0,115,PIST,3762,L,19.6,86.35374219,,,,,,,,
7/12/19,BP36#2,18.0,295,PIST,3681,L,21.0,103.1315436,,,,,,,,
7/12/19,BP36#2,10.0,230,PIST,3750,L,24.2,148.5624344,,,,,,,,
7/12/19,BP36#2,17,160,POGR,3748,D,14.9,15.65102232,1.5,,,,,,,
7/12/19,BP36#2,2.5,350,POGR,3799,D,18.0,30.4546716,2,,,,,,,
7/12/19,BP36#2,17,290,POGR,3682,D,14.8,30.8832929,3,,,,,,,
7/12/19,BP36#2,0.5,120,POGR,3789,D,18,45.6820074,3,,,,,,,
7/12/19,BP36#2,13.5,110,POGR,3780,D,11.5,24.86191555,4,,,,,,,
7/12/19,BP36#2,13.5,345,POGR,3674,D,16.0,48.1259008,4,,,,,,,
7/12/19,BP36#2,2.5,130,POGR,3787,D,21.3,85.28999974,4,,,,,,,
7/12/19,BP36#2,16.0,195,POGR,3732,D,17.9,105.4102921,7,,,,,,,
7/12/19,BP36#2,14.5,75,POGR,3791,D,13,63.5412284,8,,,,,,,
7/12/19,BP36#2,16.0,315,POGR,4229,L,11.5,43.1,,,,,,,,
7/12/19,BP36#2,15.0,325,POGR,4227,L,11.6,44.0,,,,,,,,
7/12/19,BP36#2,14.5,35,POGR,2279,L,12.2,49.5,,,,,,,,
7/12/19,BP36#2,10.0,15,POGR,2292,L,13.7,65.0,,,,,,,,
7/12/19,BP36#2,16.5,253,POGR,3716,L,13.8,66.2,,,,,,,,
7/12/19,BP36#2,7.5,135,POGR,3769,L,15.0,80.5,,,,,,,,
7/12/19,BP36#2,9.0,140,POGR,3767,L,15.0,80.5,,,,,,,,
7/12/19,BP36#2,15.5,160,POGR,3747,L,15.5,86.9,,,,,,,,
7/12/19,BP36#2,18.0,240,POGR,3720,L,15.5,86.9,,,,,,,,
7/12/19,BP36#2,17.5,175,POGR,3743,L,15.6,88.2,,,,,,,,
7/12/19,BP36#2,12.0,115,POGR,3766,L,15.9,92.3,,,,,,,,
7/12/19,BP36#2,18.0,90,POGR,3776,L,16.0,93.7,,,,,,,,
7/12/19,BP36#2,16.5,340,POGR,3675,L,16.2,96.4,,,,,,,,
7/12/19,BP36#2,14.0,30,POGR,2272,L,16.6,102.1,,,,,,,,
